Order,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
314,146530,Dani Alves,35,https://cdn.sofifa.org/players/4/19/146530.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€4.8M,€62K,2197,Right,4,3,4,High/ Low,Normal,Yes,RB,13,12-Jul-17,,2019,5'8,150lbs,74+3,74+3,74+3,79+3,78+3,78+3,78+3,79+3,79+3,79+3,79+3,79+3,79+3,79+3,79+3,79+3,79+3,78+3,78+3,78+3,79+3,79+3,75+3,75+3,75+3,79+3,85,61,72,81,68,84,80,74,79,86,77,79,84,77,87,86,80,74,55,78,78,79,74,78,70,80,72,79,82,5,11,9,6,7,€8.9M
315,113422,David Villa,36,https://cdn.sofifa.org/players/4/19/113422.png,Spain,https://cdn.sofifa.org/flags/45.png,82,82,New York City FC,https://cdn.sofifa.org/teams/2/light/112828.png,€8M,€12K,1993,Right,3,5,4,High/ Low,Normal,Yes,ST,7,1-Jul-14,,2018,5'9,152lbs,79+3,79+3,79+3,79+3,80+3,80+3,80+3,79+3,79+3,79+3,79+3,77+3,72+3,72+3,72+3,77+3,58+3,56+3,56+3,56+3,58+3,55+3,49+3,49+3,49+3,55+3,71,86,67,76,79,83,83,80,67,85,72,67,71,83,73,81,67,70,66,79,67,29,86,75,88,83,30,28,38,8,9,9,11,9,€12M
316,106231,Aduriz,37,https://cdn.sofifa.org/players/4/19/106231.png,Spain,https://cdn.sofifa.org/flags/45.png,82,82,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,€8M,€29K,1973,Right,3,3,3,High/ Medium,Normal,Yes,ST,20,1-Jul-12,,2019,6'0,172lbs,81+3,81+3,81+3,74+3,78+3,78+3,78+3,74+3,75+3,75+3,75+3,72+3,69+3,69+3,69+3,72+3,58+3,59+3,59+3,59+3,58+3,57+3,61+3,61+3,61+3,57+3,54,83,92,72,80,76,61,54,52,82,64,66,50,85,55,82,90,60,82,78,82,23,87,73,82,87,58,44,49,14,10,9,15,9,€16.8M
317,48940,P. Čech,36,https://cdn.sofifa.org/players/4/19/48940.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,82,82,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€3M,€60K,1166,Left,4,3,1,Medium/ Medium,Normal,Yes,GK,1,29-Jun-15,,2019,6'5,198lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12,19,35,17,12,13,19,33,22,35,38,46,77,34,21,50,32,63,11,17,23,13,53,23,63,12,13,12,78,82,70,83,79,€5.7M
318,5479,Casillas,37,https://cdn.sofifa.org/players/4/19/5479.png,Spain,https://cdn.sofifa.org/flags/45.png,82,82,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,€1.5M,€10K,1308,Left,4,2,1,Medium/ Medium,Normal,Yes,GK,1,12-Jul-15,,2019,6'1,185lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,25,21,14,25,25,13,22,23,59,57,62,77,46,28,77,43,70,13,23,22,16,65,24,70,24,11,13,87,74,58,82,84,€3M
319,231677,M. Rashford,20,https://cdn.sofifa.org/players/4/19/231677.png,England,https://cdn.sofifa.org/flags/14.png,81,89,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€27M,€110K,2062,Right,2,4,4,High/ Medium,Lean,Yes,LW,11,1-Jul-14,,2020,6'1,154lbs,79+2,79+2,79+2,80+2,80+2,80+2,80+2,80+2,78+2,78+2,78+2,79+2,72+2,72+2,72+2,79+2,63+2,59+2,59+2,59+2,63+2,60+2,53+2,53+2,53+2,60+2,75,78,71,75,72,83,77,78,65,80,90,93,88,79,77,87,68,79,71,77,70,42,81,74,74,73,32,40,33,11,6,15,7,14,€55.4M
320,230271,Laure Santeiro,30,https://cdn.sofifa.org/players/4/19/230271.png,Brazil,https://cdn.sofifa.org/flags/54.png,81,81,Fluminense,https://cdn.sofifa.org/teams/2/light/567.png,€17M,€40K,1853,Left,1,5,4,Medium/ Medium,Lean,No,CAM,8,1-Jan-18,,2021,5'7,139lbs,72+2,72+2,72+2,79+2,78+2,78+2,78+2,79+2,80+2,80+2,80+2,79+2,73+2,73+2,73+2,79+2,57+2,53+2,53+2,53+2,57+2,51+2,38+2,38+2,38+2,51+2,73,72,44,79,67,82,56,75,80,82,86,78,89,80,88,67,44,67,48,75,41,31,82,80,74,77,29,13,23,9,7,8,14,10,€32.3M
321,229906,L. Bailey,20,https://cdn.sofifa.org/players/4/19/229906.png,Jamaica,https://cdn.sofifa.org/flags/82.png,81,89,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€26.5M,€54K,2011,Left,1,4,4,High/ Medium,Normal,No,LM,9,31-Jan-17,,2023,5'10,174lbs,76+2,76+2,76+2,81+2,80+2,80+2,80+2,81+2,79+2,79+2,79+2,80+2,71+2,71+2,71+2,80+2,59+2,54+2,54+2,54+2,59+2,55+2,46+2,46+2,46+2,55+2,77,75,57,75,75,86,77,73,66,82,94,90,86,80,84,79,86,76,59,77,58,21,80,77,71,75,45,27,18,12,13,6,15,14,€50.4M
322,229237,M. Akanji,22,https://cdn.sofifa.org/players/4/19/229237.png,Switzerland,https://cdn.sofifa.org/flags/47.png,81,87,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€21M,€49K,1868,Right,2,3,2,Medium/ High,Normal,No,LCB,5,15-Jan-18,,2022,6'2,187lbs,60+2,60+2,60+2,63+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,66+2,70+2,70+2,70+2,66+2,75+2,78+2,78+2,78+2,75+2,76+2,80+2,80+2,80+2,76+2,51,36,75,78,40,67,42,27,76,75,72,86,69,81,66,58,78,76,84,45,75,79,33,66,40,76,82,84,80,10,9,13,6,9,€39.9M
323,228702,F. de Jong,21,https://cdn.sofifa.org/players/4/19/228702.png,Netherlands,https://cdn.sofifa.org/flags/34.png,81,89,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,€26M,€19K,2064,Right,1,3,4,Medium/ Medium,Lean,No,LDM,7,25-Aug-15,,2022,5'11,154lbs,69+2,69+2,69+2,76+2,75+2,75+2,75+2,76+2,79+2,79+2,79+2,78+2,80+2,80+2,80+2,78+2,77+2,78+2,78+2,78+2,77+2,75+2,72+2,72+2,72+2,75+2,75,52,64,87,64,86,74,61,82,88,74,76,84,83,78,68,76,74,69,55,62,78,63,85,45,86,69,73,70,7,13,10,10,9,€41.6M
324,227928,Nélson Semedo,24,https://cdn.sofifa.org/players/4/19/227928.png,Portugal,https://cdn.sofifa.org/flags/38.png,81,86,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€20M,€125K,2039,Right,2,3,4,Medium/ High,Lean,No,RB,2,14-Jul-17,,2022,5'10,148lbs,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,72+2,72+2,72+2,76+2,73+2,73+2,73+2,76+2,80+2,75+2,75+2,75+2,80+2,79+2,74+2,74+2,74+2,79+2,74,50,58,73,42,80,61,30,65,78,91,92,88,82,83,74,80,91,62,60,77,80,72,62,38,75,75,78,79,16,12,10,14,12,€42.5M
325,226456,Pablo Fornals,22,https://cdn.sofifa.org/players/4/19/226456.png,Spain,https://cdn.sofifa.org/flags/45.png,81,86,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,€24M,€36K,2071,Right,1,3,4,High/ High,Normal,Yes,CAM,8,24-Jul-17,,2022,5'10,148lbs,73+2,73+2,73+2,78+2,78+2,78+2,78+2,78+2,80+2,80+2,80+2,78+2,80+2,80+2,80+2,78+2,75+2,76+2,76+2,76+2,75+2,73+2,70+2,70+2,70+2,73+2,74,77,50,84,70,81,63,60,80,81,71,66,79,76,76,75,59,77,67,80,69,74,77,86,46,71,72,74,73,9,11,12,7,15,€52.2M
326,226271,Fabián,22,https://cdn.sofifa.org/players/4/19/226271.png,Spain,https://cdn.sofifa.org/flags/45.png,81,89,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€26M,€64K,2094,Left,1,4,4,Medium/ Medium,Lean,No,LM,8,5-Jul-18,,2023,6'2,154lbs,76+2,76+2,76+2,78+2,78+2,78+2,78+2,78+2,79+2,79+2,79+2,77+2,80+2,80+2,80+2,77+2,75+2,76+2,76+2,76+2,75+2,74+2,72+2,72+2,72+2,74+2,72,79,67,80,65,81,74,59,80,83,69,67,73,79,66,75,46,73,69,82,66,77,80,82,67,77,70,78,75,16,11,7,13,13,€49.4M
327,225508,E. Bailly,24,https://cdn.sofifa.org/players/4/19/225508.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,81,87,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€21M,€105K,1853,Right,2,3,2,Medium/ High,Normal,Yes,CB,2,1-Jul-16,,2020,6'1,170lbs,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,72+2,73+2,73+2,73+2,72+2,74+2,80+2,80+2,80+2,74+2,51,33,79,70,42,60,46,43,56,65,68,79,65,74,62,55,85,72,85,48,87,81,47,54,46,70,80,82,83,14,14,10,9,8,€43.1M
328,222509,Dani Ceballos,21,https://cdn.sofifa.org/players/4/19/222509.png,Spain,https://cdn.sofifa.org/flags/45.png,81,88,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€25M,€120K,2059,Right,1,3,4,Medium/ Medium,Normal,Yes,LCM,21,14-Jul-17,,2023,5'10,154lbs,70+2,70+2,70+2,78+2,77+2,77+2,77+2,78+2,80+2,80+2,80+2,78+2,80+2,80+2,80+2,78+2,75+2,76+2,76+2,76+2,75+2,73+2,68+2,68+2,68+2,73+2,74,68,41,83,62,85,73,63,80,85,73,67,82,80,79,64,52,75,62,71,76,76,76,83,55,80,62,75,74,12,15,16,7,13,€56.3M
329,221992,H. Lozano,22,https://cdn.sofifa.org/players/4/19/221992.png,Mexico,https://cdn.sofifa.org/flags/83.png,81,86,PSV,https://cdn.sofifa.org/teams/2/light/247.png,€24M,€22K,2019,Right,3,4,4,High/ Medium,Lean,Yes,LS,22,21-Jul-17,,2023,5'9,154lbs,76+3,76+3,76+3,80+3,79+3,79+3,79+3,80+3,78+3,78+3,78+3,79+3,72+3,72+3,72+3,79+3,64+3,59+3,59+3,59+3,64+3,60+3,52+3,52+3,52+3,60+3,75,77,60,74,75,84,72,65,67,80,94,93,91,77,76,76,75,80,59,76,64,45,77,75,64,77,45,35,29,11,10,14,14,10,€35.4M
330,216475,Morales,30,https://cdn.sofifa.org/players/4/19/216475.png,Spain,https://cdn.sofifa.org/flags/45.png,81,81,Levante UD,https://cdn.sofifa.org/teams/2/light/1853.png,€17M,€33K,2084,Right,1,4,4,High/ Medium,Lean,Yes,LS,11,1-Jun-11,,2021,5'11,154lbs,76+2,76+2,76+2,81+2,79+2,79+2,79+2,81+2,79+2,79+2,79+2,80+2,75+2,75+2,75+2,80+2,70+2,66+2,66+2,66+2,70+2,67+2,60+2,60+2,60+2,67+2,79,80,54,75,64,87,82,72,68,83,88,88,78,75,80,76,62,82,60,80,58,59,77,75,76,83,63,54,45,14,13,13,16,8,€35.7M
331,216451,J. Seri,26,https://cdn.sofifa.org/players/4/19/216451.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,81,82,Fulham,https://cdn.sofifa.org/teams/2/light/144.png,€20.5M,€73K,2128,Right,2,4,3,Medium/ Medium,Normal,Yes,LDM,24,12-Jul-18,,2022,5'7,161lbs,72+2,72+2,72+2,77+2,77+2,77+2,77+2,77+2,79+2,79+2,79+2,77+2,80+2,80+2,80+2,77+2,74+2,76+2,76+2,76+2,74+2,72+2,70+2,70+2,70+2,72+2,72,69,60,86,47,78,81,81,84,84,75,70,82,75,88,78,69,75,63,76,73,74,73,83,67,83,69,73,65,14,13,9,10,12,€40.5M
332,216409,M. Politano,24,https://cdn.sofifa.org/players/4/19/216409.png,Italy,https://cdn.sofifa.org/flags/27.png,81,84,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€22.5M,€57K,1983,Left,2,4,4,High/ Medium,Normal,No,RM,16,,Sassuolo,30-Jun-19,5'7,148lbs,73+2,73+2,73+2,80+2,78+2,78+2,78+2,80+2,79+2,79+2,79+2,79+2,73+2,73+2,73+2,79+2,64+2,60+2,60+2,60+2,64+2,59+2,48+2,48+2,48+2,59+2,79,74,40,78,73,84,77,75,74,83,85,84,90,79,82,78,50,79,45,82,63,38,77,75,70,79,63,29,29,11,12,6,8,11,
333,216352,M. Brozović,25,https://cdn.sofifa.org/players/4/19/216352.png,Croatia,https://cdn.sofifa.org/flags/10.png,81,84,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€18.5M,€64K,2149,Right,2,4,3,Medium/ Medium,Lean,Yes,LDM,77,1-Jul-16,,2022,5'11,150lbs,73+2,73+2,73+2,76+2,76+2,76+2,76+2,76+2,78+2,78+2,78+2,77+2,80+2,80+2,80+2,77+2,77+2,79+2,79+2,79+2,77+2,76+2,74+2,74+2,74+2,76+2,72,69,62,83,65,81,79,74,83,83,69,70,74,77,74,80,68,84,66,81,79,81,69,80,69,78,75,77,75,8,8,15,11,8,€32.8M
334,216201,Williams,24,https://cdn.sofifa.org/players/4/19/216201.png,Spain,https://cdn.sofifa.org/flags/45.png,81,87,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,€24.5M,€31K,2000,Right,2,3,4,High/ High,Lean,Yes,LW,9,1-Aug-12,,2025,6'1,174lbs,79+2,79+2,79+2,80+2,80+2,80+2,80+2,80+2,79+2,79+2,79+2,79+2,71+2,71+2,71+2,79+2,62+2,59+2,59+2,59+2,62+2,59+2,55+2,55+2,55+2,59+2,78,77,70,79,68,82,49,53,66,81,92,94,80,78,55,85,86,75,85,78,66,21,76,75,64,71,52,38,31,14,15,14,10,13,€56.4M
335,214997,A. Correa,23,https://cdn.sofifa.org/players/4/19/214997.png,Argentina,https://cdn.sofifa.org/flags/52.png,81,87,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€24.5M,€54K,2047,Right,1,4,4,Medium/ Low,Lean,Yes,RM,11,13-Dec-14,,2024,5'7,150lbs,79+2,79+2,79+2,82+2,82+2,82+2,82+2,82+2,81+2,81+2,81+2,80+2,75+2,75+2,75+2,80+2,67+2,63+2,63+2,63+2,67+2,65+2,58+2,58+2,58+2,65+2,74,82,67,73,79,87,82,65,65,87,87,82,87,82,83,80,50,74,63,83,41,48,82,78,55,74,58,53,44,13,10,9,8,16,€55.1M
336,213661,A. Christensen,22,https://cdn.sofifa.org/players/4/19/213661.png,Denmark,https://cdn.sofifa.org/flags/13.png,81,88,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€21.5M,€91K,1717,Right,2,3,2,Low/ Medium,Lean,Yes,LCB,6,10-Apr-13,,2022,6'2,179lbs,55+2,55+2,55+2,59+2,58+2,58+2,58+2,59+2,62+2,62+2,62+2,63+2,68+2,68+2,68+2,63+2,73+2,77+2,77+2,77+2,73+2,75+2,79+2,79+2,79+2,75+2,49,36,80,77,25,68,32,22,72,74,66,70,61,80,61,31,72,69,73,20,73,82,32,62,36,77,80,86,84,10,12,8,6,8,€44.1M
337,212814,João Mário,25,https://cdn.sofifa.org/players/4/19/212814.png,Portugal,https://cdn.sofifa.org/flags/38.png,81,84,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€22.5M,€71K,2055,Right,3,4,4,Medium/ Medium,Normal,Yes,CAM,10,28-Aug-16,,2021,5'10,161lbs,72+3,72+3,72+3,77+3,76+3,76+3,76+3,77+3,78+3,78+3,78+3,77+3,78+3,78+3,78+3,77+3,73+3,73+3,73+3,73+3,73+3,70+3,66+3,66+3,66+3,70+3,77,64,55,83,69,83,74,67,78,83,73,69,81,73,77,76,64,79,68,72,60,72,77,81,66,82,57,70,62,6,15,8,8,8,€39.9M
338,212151,T. Strakosha,23,https://cdn.sofifa.org/players/4/19/212151.png,Albania,https://cdn.sofifa.org/flags/1.png,81,86,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€17M,€36K,1139,Right,1,2,1,Medium/ Medium,Lean,No,GK,1,9-Aug-12,,2019,6'4,172lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,11,26,11,14,14,12,22,15,41,46,31,74,47,18,49,23,56,14,20,24,18,49,21,61,20,18,12,81,77,75,78,86,€30.2M
339,210864,E. Hysaj,24,https://cdn.sofifa.org/players/4/19/210864.png,Albania,https://cdn.sofifa.org/flags/1.png,81,86,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€20M,€58K,1935,Right,2,3,3,Medium/ Medium,Normal,No,RB,23,2-Aug-15,,2021,6'0,154lbs,65+2,65+2,65+2,70+2,68+2,68+2,68+2,70+2,69+2,69+2,69+2,73+2,71+2,71+2,71+2,73+2,79+2,77+2,77+2,77+2,79+2,79+2,76+2,76+2,76+2,79+2,78,47,66,77,40,75,40,30,70,77,79,82,76,79,69,68,69,87,69,43,79,80,63,59,40,76,80,81,80,12,6,14,9,11,€35.5M
340,210406,P. Zieliński,24,https://cdn.sofifa.org/players/4/19/210406.png,Poland,https://cdn.sofifa.org/flags/37.png,81,88,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€24.5M,€64K,2075,Right,3,5,4,Medium/ Medium,Lean,No,RCM,20,9-Aug-16,,2021,5'11,165lbs,73+3,73+3,73+3,79+3,78+3,78+3,78+3,79+3,80+3,80+3,80+3,79+3,79+3,79+3,79+3,79+3,76+3,74+3,74+3,74+3,76+3,74+3,67+3,67+3,67+3,74+3,77,65,52,82,70,84,80,65,79,85,82,84,79,76,76,76,54,72,54,80,56,75,77,82,51,75,69,72,71,12,9,12,11,6,€46.6M
341,210243,Ricardo Pereira,24,https://cdn.sofifa.org/players/4/19/210243.png,Portugal,https://cdn.sofifa.org/flags/38.png,81,85,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€19M,€64K,2127,Right,3,4,3,High/ High,Lean,No,RB,14,9-Jun-18,,2023,5'9,154lbs,71+3,71+3,71+3,78+3,76+3,76+3,76+3,78+3,77+3,77+3,77+3,79+3,78+3,78+3,78+3,79+3,80+3,78+3,78+3,78+3,80+3,79+3,74+3,74+3,74+3,79+3,81,61,64,80,56,83,78,45,78,79,88,87,82,81,77,67,74,84,60,62,75,79,75,75,60,81,76,80,75,16,12,15,11,11,€37.5M
342,210035,Grimaldo,22,https://cdn.sofifa.org/players/4/19/210035.png,Spain,https://cdn.sofifa.org/flags/45.png,81,87,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,€20.5M,€14K,2137,Left,3,2,3,High/ Medium,Normal,No,LB,3,4-Jan-16,,2021,5'7,152lbs,71+3,71+3,71+3,76+3,74+3,74+3,74+3,76+3,75+3,75+3,75+3,77+3,76+3,76+3,76+3,77+3,80+3,76+3,76+3,76+3,80+3,79+3,74+3,74+3,74+3,79+3,83,50,65,79,58,83,85,82,78,82,85,83,85,79,86,78,64,83,63,72,68,80,75,60,51,77,73,78,79,7,13,10,7,13,€45.1M
343,209889,R. Guerreiro,24,https://cdn.sofifa.org/players/4/19/209889.png,Portugal,https://cdn.sofifa.org/flags/38.png,81,86,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€24M,€54K,2146,Left,3,3,4,Medium/ Medium,Normal,No,LM,13,1-Jul-16,,2020,5'7,157lbs,74+3,74+3,74+3,80+3,79+3,79+3,79+3,80+3,80+3,80+3,80+3,80+3,79+3,79+3,79+3,80+3,78+3,76+3,76+3,76+3,78+3,76+3,69+3,69+3,69+3,76+3,85,75,52,84,78,83,84,82,75,84,82,68,88,83,86,79,63,72,49,82,69,84,77,79,44,75,67,70,77,12,6,8,11,8,€42.6M
344,208135,A. Doucouré,25,https://cdn.sofifa.org/players/4/19/208135.png,France,https://cdn.sofifa.org/flags/18.png,81,85,Watford,https://cdn.sofifa.org/teams/2/light/1795.png,€19.5M,€60K,2081,Right,2,3,3,High/ Medium,Lean,Yes,RDM,16,2-Feb-16,,2023,6'0,168lbs,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,75+2,75+2,75+2,75+2,78+2,78+2,78+2,75+2,78+2,80+2,80+2,80+2,78+2,77+2,78+2,78+2,78+2,77+2,68,73,66,82,68,78,41,42,74,80,63,70,60,74,69,84,72,93,81,75,78,82,73,76,54,74,79,83,75,15,12,12,15,14,€38.5M
345,207877,J. Martínez,25,https://cdn.sofifa.org/players/4/19/207877.png,Venezuela,https://cdn.sofifa.org/flags/61.png,81,84,Atlanta United,https://cdn.sofifa.org/teams/2/light/112885.png,€22.5M,€14K,1917,Right,1,4,3,High/ Medium,Normal,Yes,LS,17,22-Mar-17,,2020,5'7,152lbs,79+2,79+2,79+2,75+2,77+2,77+2,77+2,75+2,73+2,73+2,73+2,73+2,64+2,64+2,64+2,73+2,52+2,48+2,48+2,48+2,52+2,49+2,44+2,44+2,44+2,49+2,53,84,77,68,73,75,68,57,55,78,89,92,91,79,90,79,86,72,73,65,66,20,84,58,70,75,20,20,15,12,14,14,12,8,€35.4M
346,207664,C. Bacca,31,https://cdn.sofifa.org/players/4/19/207664.png,Colombia,https://cdn.sofifa.org/flags/56.png,81,81,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,€16M,€45K,1884,Right,3,2,3,Medium/ Low,Normal,Yes,LS,7,17-Aug-18,,2022,5'11,170lbs,79+3,79+3,79+3,75+3,78+3,78+3,78+3,75+3,74+3,74+3,74+3,74+3,66+3,66+3,66+3,74+3,53+3,52+3,52+3,52+3,53+3,50+3,47+3,47+3,47+3,50+3,60,84,75,68,78,80,69,58,55,80,73,75,73,80,77,80,74,66,74,60,58,34,90,68,80,78,40,16,14,12,12,8,5,8,€33.6M
347,206467,A. Plea,25,https://cdn.sofifa.org/players/4/19/206467.png,France,https://cdn.sofifa.org/flags/18.png,81,83,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,€22M,€40K,2054,Right,2,3,4,High/ Medium,Stocky,No,LW,14,13-Jul-18,,2023,5'11,174lbs,79+2,79+2,79+2,79+2,79+2,79+2,79+2,79+2,78+2,78+2,78+2,78+2,73+2,73+2,73+2,78+2,62+2,59+2,59+2,59+2,62+2,58+2,53+2,53+2,53+2,58+2,78,82,73,76,81,78,78,74,68,79,78,77,79,81,78,83,75,82,77,81,63,39,83,78,65,76,29,40,30,11,15,16,12,15,€39.1M
348,205923,B. Davies,25,https://cdn.sofifa.org/players/4/19/205923.png,Wales,https://cdn.sofifa.org/flags/50.png,81,84,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€18.5M,€87K,2035,Left,2,3,3,High/ High,Lean,Yes,LB,4,23-Jul-14,,2021,6'0,168lbs,69+2,69+2,69+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,76+2,75+2,75+2,75+2,76+2,80+2,78+2,78+2,78+2,80+2,79+2,77+2,77+2,77+2,79+2,83,58,69,79,48,76,72,48,70,79,76,74,70,78,68,65,73,85,69,52,76,79,71,75,54,74,78,83,82,11,7,6,7,14,€35.6M
349,205362,M. Nastasić,25,https://cdn.sofifa.org/players/4/19/205362.png,Serbia,https://cdn.sofifa.org/flags/51.png,81,84,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€18.5M,€36K,1821,Left,2,2,2,Low/ High,Normal,Yes,LCB,5,14-Jan-15,,2022,6'2,183lbs,52+2,52+2,52+2,53+2,52+2,52+2,52+2,53+2,55+2,55+2,55+2,56+2,62+2,62+2,62+2,56+2,70+2,74+2,74+2,74+2,70+2,74+2,79+2,79+2,79+2,74+2,46,30,78,73,32,43,72,68,69,65,65,77,65,80,59,44,81,62,78,22,78,78,30,55,52,80,83,83,87,11,16,11,15,13,€32.8M
350,205175,A. Milik,24,https://cdn.sofifa.org/players/4/19/205175.png,Poland,https://cdn.sofifa.org/flags/37.png,81,88,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€25.5M,€71K,1937,Left,3,3,4,Medium/ Medium,Lean,Yes,CF,7,2-Aug-16,,2021,6'1,172lbs,79+3,79+3,79+3,73+3,75+3,75+3,75+3,73+3,72+3,72+3,72+3,71+3,66+3,66+3,66+3,71+3,55+3,55+3,55+3,55+3,55+3,54+3,52+3,52+3,52+3,54+3,58,88,78,63,76,74,71,74,62,78,69,74,68,75,63,85,62,73,78,82,67,36,81,60,79,72,35,34,32,9,16,16,15,6,€48.5M
351,204923,M. Sabitzer,24,https://cdn.sofifa.org/players/4/19/204923.png,Austria,https://cdn.sofifa.org/flags/4.png,81,84,RB Leipzig,https://cdn.sofifa.org/teams/2/light/112172.png,€22.5M,€54K,2107,Right,2,4,3,High/ High,Normal,Yes,LM,9,1-Jul-14,,2022,5'10,170lbs,78+2,78+2,78+2,79+2,80+2,80+2,80+2,79+2,79+2,79+2,79+2,78+2,76+2,76+2,76+2,78+2,69+2,68+2,68+2,68+2,69+2,67+2,63+2,63+2,63+2,67+2,70,79,56,79,78,79,74,63,67,81,83,77,75,85,79,86,75,84,76,81,70,55,81,79,65,75,58,55,51,11,13,14,15,13,€39.9M
352,204884,B. Mendy,23,https://cdn.sofifa.org/players/4/19/204884.png,France,https://cdn.sofifa.org/flags/18.png,81,86,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€20M,€105K,2038,Left,2,3,3,High/ Low,Normal,Yes,LB,22,24-Jul-17,,2022,6'1,187lbs,68+2,68+2,68+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,76+2,76+2,76+2,76+2,76+2,80+2,78+2,78+2,78+2,80+2,80+2,77+2,77+2,77+2,80+2,87,33,65,80,31,80,80,34,69,79,77,86,68,80,70,79,71,81,81,65,75,79,77,76,50,79,78,79,81,7,7,9,15,9,€38.5M
353,204024,C. Kramer,27,https://cdn.sofifa.org/players/4/19/204024.png,Germany,https://cdn.sofifa.org/flags/21.png,81,82,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,€17M,€35K,1866,Right,2,3,3,High/ High,Lean,Yes,CDM,6,1-Jul-16,,2021,6'3,168lbs,62+2,62+2,62+2,66+2,67+2,67+2,67+2,66+2,70+2,70+2,70+2,70+2,75+2,75+2,75+2,70+2,76+2,79+2,79+2,79+2,76+2,75+2,75+2,75+2,75+2,75+2,61,45,58,80,49,71,54,51,72,81,52,52,66,85,54,53,51,93,69,40,78,81,70,73,47,78,80,80,76,8,13,9,6,8,€30.2M
